-2.875198125839233398e-01,-6.214413791894912720e-02,3.660672307014465332e-01,-1.604263186454772949e-01,4.302508234977722168e-01,1.613294631242752075e-01,2.568137645721435547e-01,-1.523498147726058960e-01,-7.931643724441528320e-02,5.038024112582206726e-02,-1.047774404287338257e-02,9.869669156614691019e-06,-1.548817008733749390e-01,8.074355125427246094e-02,7.824397832155227661e-02,1.446191221475601196e-01,-5.500764846801757812e-01,1.991284638643264771e-01,4.278478920459747314e-01,2.595881819725036621e-01
-1.750814765691757202e-01,3.079037964344024658e-01,5.515581965446472168e-01,-8.087483793497085571e-02,9.722154587507247925e-02,5.165346860885620117e-01,1.493696272373199463e-01,2.424417436122894287e-01,-2.441320717334747314e-01,1.626233756542205811e-01,2.549218945205211639e-02,1.551805734634399414e-01,3.160950541496276855e-01,6.076501309871673584e-02,-4.054776132106781006e-01,1.488920450210571289e-01,5.067814886569976807e-02,-5.215087532997131348e-01,1.394508779048919678e-01,1.483478248119354248e-01
1.971915811300277710e-01,6.659878417849540710e-03,4.735161066055297852e-01,7.590632885694503784e-02,-1.626523584127426147e-01,-3.201933801174163818e-01,-2.342601716518402100e-01,-5.232840776443481445e-01,-1.926641538739204407e-02,1.605279892683029175e-01,-3.150641322135925293e-01,-4.632444307208061218e-02,3.530250191688537598e-01,9.911276400089263916e-02,3.448525071144104004e-01,-1.653150022029876709e-01,-1.449539065361022949e-01,-5.444480180740356445e-01,1.530939638614654541e-01,2.796346545219421387e-01
-6.150418892502784729e-02,-7.584200054407119751e-02,2.024910449981689453e-01,-2.059521377086639404e-01,-6.781642138957977295e-02,-1.477864757180213928e-02,-2.908619642257690430e-01,1.317821741104125977e-01,-1.478004455566406250e-01,3.425165414810180664e-01,5.906840786337852478e-02,1.591236442327499390e-01,-2.544459998607635498e-01,-1.180314049124717712e-01,-1.175655201077461243e-01,-3.579832315444946289e-01,1.822801679372787476e-01,1.800713539123535156e-01,4.119332730770111084e-01,4.511102735996246338e-01
3.549343943595886230e-01,5.261080339550971985e-02,7.594662019982933998e-04,1.375130116939544678e-01,1.403180509805679321e-01,-2.839093562215566635e-03,-1.211195662617683411e-01,4.700851142406463623e-01,3.059926927089691162e-01,-8.603022247552871704e-02,-1.591675579547882080e-01,8.284413814544677734e-02,-3.932744860649108887e-01,1.047953814268112183e-01,5.507578253746032715e-01,-7.870594412088394165e-02,-1.476375907659530640e-01,5.874751806259155273e-01,-3.025390207767486572e-02,-1.350040826946496964e-02
-2.500790655612945557e-01,-1.624806374311447144e-01,-3.987551927566528320e-01,7.494763135910034180e-01,1.381655633449554443e-01,1.460509095340967178e-02,-2.287220060825347900e-01,-5.479169487953186035e-01,-4.786807671189308167e-02,8.327823132276535034e-03,2.639566957950592041e-01,1.821965724229812622e-01,2.862068414688110352e-01,-9.965040534734725952e-02,-7.821438834071159363e-03,-1.462212065234780312e-03,-9.424070268869400024e-02,-8.544458448886871338e-02,7.312532514333724976e-02,1.833012253046035767e-01
-2.929149195551872253e-02,1.392941921949386597e-01,2.868897914886474609e-01,-5.228218436241149902e-01,-2.884703278541564941e-01,-9.649567306041717529e-02,9.751727432012557983e-02,2.473248541355133057e-02,2.417876720428466797e-01,-7.872533202171325684e-01,-5.399420857429504395e-01,-1.405644118785858154e-01,6.250741481781005859e-01,1.837648265063762665e-02,-5.423290729522705078e-01,-1.215869262814521790e-01,1.919070631265640259e-01,2.163123637437820435e-01,2.021419852972030640e-01,-1.437117010354995728e-01
4.123522434383630753e-03,1.680918931961059570e-01,-1.670494675636291504e-01,8.902426809072494507e-02,4.030785709619522095e-02,-4.702121019363403320e-01,-3.084827065467834473e-01,-7.564107179641723633e-01,-3.211574628949165344e-02,2.567110955715179443e-02,8.939084946177899837e-04,1.011202558875083923e-01,1.749646216630935669e-01,-6.354682147502899170e-02,2.161451280117034912e-01,-2.711928486824035645e-01,-4.135639406740665436e-03,4.222320392727851868e-02,2.507705688476562500e-01,7.203207165002822876e-02
2.658147215843200684e-01,9.626620449125766754e-03,5.950999259948730469e-02,-1.593986749649047852e-01,1.697824746370315552e-01,1.053448244929313660e-01,-2.905077934265136719e-01,-3.481670022010803223e-01,-6.862882524728775024e-02,8.863992989063262939e-02,-1.382463872432708740e-01,1.833907365798950195e-01,-1.333550959825515747e-01,3.473649322986602783e-01,2.638678438961505890e-02,-4.950915277004241943e-01,-6.981614977121353149e-02,5.375842750072479248e-02,1.528916507959365845e-01,6.302558630704879761e-02
-5.881703272461891174e-02,-3.264787197113037109e-01,2.613614797592163086e-01,-1.762659847736358643e-02,3.812045156955718994e-01,-2.343012839555740356e-01,2.952736914157867432e-01,1.937403343617916107e-02,2.580223418772220612e-02,-2.597838640213012695e-01,2.790729999542236328e-01,6.407184898853302002e-02,-5.885184183716773987e-02,3.170313239097595215e-01,9.366188198328018188e-02,6.302111744880676270e-01,2.635424137115478516e-01,1.055185198783874512e-01,3.806871771812438965e-01,7.336676120758056641e-02
4.501431882381439209e-01,-9.138894826173782349e-02,2.770555019378662109e-02,1.877867132425308228e-01,1.761463284492492676e-01,4.701984822750091553e-01,6.777728348970413208e-02,-1.122960820794105530e-01,-9.134628623723983765e-02,2.902684211730957031e-01,-4.036338254809379578e-02,-1.505996137857437134e-01,-2.625908553600311279e-01,-1.755030751228332520e-01,6.718207150697708130e-02,2.237811833620071411e-01,-9.835372865200042725e-02,3.169527649879455566e-01,-4.832762777805328369e-01,7.742424011230468750e-01
-2.099749743938446045e-01,5.053237453103065491e-02,-4.280253499746322632e-02,-2.004728913307189941e-01,1.584240943193435669e-01,2.888797819614410400e-01,-1.478549391031265259e-01,2.596132159233093262e-01,1.011274382472038269e-01,-2.495324164628982544e-01,-5.478383228182792664e-02,-5.702050775289535522e-02,7.593677937984466553e-02,-1.701560318470001221e-01,3.940941393375396729e-02,-4.081027209758758545e-01,2.834430932998657227e-01,-1.233169510960578918e-01,-2.734746038913726807e-01,6.594715118408203125e-01
-3.182476758956909180e-01,8.976958692073822021e-02,-5.769361853599548340e-01,-3.452461096458137035e-04,1.248284950852394104e-01,-1.522103995084762573e-01,-5.057333707809448242e-01,-2.464080899953842163e-01,-6.241345405578613281e-02,-2.955670952796936035e-01,-2.896528244018554688e-01,4.673920273780822754e-01,1.978885196149349213e-02,3.535569608211517334e-01,-1.613142937421798706e-01,-1.068645939230918884e-01,-3.843932449817657471e-01,-1.443159133195877075e-01,7.286765426397323608e-02,-4.859853908419609070e-02
5.330125093460083008e-01,1.845272816717624664e-02,-3.089581429958343506e-02,2.350576594471931458e-02,2.774297026917338371e-03,-2.021075338125228882e-01,-3.201374709606170654e-01,2.555164098739624023e-01,4.183697402477264404e-01,6.172005087137222290e-02,1.360163092613220215e-01,5.013543367385864258e-01,-9.136193990707397461e-02,3.197258710861206055e-02,1.263329982757568359e-01,-3.691273927688598633e-01,1.108582392334938049e-01,-2.750389575958251953e-01,6.642973423004150391e-02,4.277919884771108627e-03
